"DRG.Definition","Provider.Id","Provider.Name","Provider.Street.Address","Provider.City","Provider.State","Provider.Zip.Code","Hospital.Referral.Region..HRR..Description","Total.Discharges","Average.Covered.Charges","Average.Total.Payments","Average.Medicare.Payments","DRG.Code","Comb.DRG","MORT","READM","Lat","Long"
"439","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NY - Manhattan","69","84696.88406","16824.72464","13554.98551","193","PN","12.5","19.2","40.773964","-73.96061"
"440","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","NY - Rochester","45","21520.93333","9799.466667","8619.733333","193","PN","13.9","16.8","43.192542","-77.584424"
"441","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","NY - White Plains","112","49193.40179","10738.85714","9896.160714","193","PN","14.9","21.6","41.439962","-74.369415"
"442","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY","11373","NY - East Long Island","17","63251.94118","29908.64706","24687.64706","193","PN","20.5","19.9","40.74434","-73.88598"
"443","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY","12771","NJ - Morristown","18","34527.5","10908.55556","10170.77778","193","PN","15.2","18.0","41.368207","-74.68252"
"444","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY","13326","NY - Albany","19","19875.15789","13266.57895","12316.78947","193","PN","14.7","19.0",NA,NA
"445","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY","13203","NY - Syracuse","150","26681.97333","10500.28","8566.013333","193","PN","14.4","19.7","43.055562","-76.149154"
"446","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","NY","11772","NY - East Long Island","103","71431.75728","11318.8932","10156.5534","193","PN","16.5","19.4","40.78029","-72.97823"
"447","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","NY - Albany","55","37334.25455","10820.96364","9297.127273","193","PN","17.3","16.4","42.819818","-73.918883"
"448","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY","13601","NY - Syracuse","39","25499","13440.71795","12448.4359","193","PN","16.7","16.6","43.965042","-75.912732"
"449","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY","10901","NJ - Ridgewood","55","45364.4","11383.07273","10457.98182","193","PN","15.3","18.6","41.112389","-74.136248"
"450","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","NY - Manhattan","35","40781.82857","14436.14286","13256.62857","193","PN","17.4","18.0","40.584082","-74.087013"
"451","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","NY - White Plains","16","43956.75","12064","11156.0625","193","PN","15.1","18.7","41.196692","-73.724449"
"452","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NY - Buffalo","24","15834.66667","9611.833333","8211","193","PN","18.4","20.3","43.17638","-78.671075"
"453","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","NY - Rochester","36","13323.02778","10412.11111","8847.972222","193","PN","17.9","16.6","43.135955","-77.607556"
"454","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NY - East Long Island","79","75350.91139","15008.55696","11914.29114","193","PN","13.0","17.6","40.74167","-73.64344"
"455","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NY - Manhattan","80","67585.55","16367.1625","13674.3625","193","PN","13.3","19.9","40.732665","-73.9816"
"456","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY","13045","NY - Syracuse","45","12332.17778","9240.955556","8175.488889","193","PN","13.9","19.5","42.608997","-76.186117"
"457","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","NY - Albany","38","25009.28947","8630.842105","7215.868421","193","PN","17.2","15.7","42.733478","-73.671411"
"458","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NY - East Long Island","27","45113.59259","10883.74074","9803.407407","193","PN","16.5","19.3",NA,NA
"459","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY","11576","NY - East Long Island","55","52552.70909","10422.01818","9218.745455","193","PN","13.2","15.5","40.804505","-73.672669"
"460","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","NEW ROCHELLE","NY","10802","NY - Bronx","17","28528.58824","15831.88235","14130.88235","193","PN","16.6","21.6","40.912968","-73.786997"
"461","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","89","65655.77528","10687.96629","9792.640449","193","PN","12.3","18.0","40.938128","-73.053786"
"462","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NY","14092","NY - Buffalo","15","14757.86667","9577.333333","8935.2","193","PN","14.7","16.7","43.154652","-79.030462"
"463","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY","12801","NY - Albany","59","31497.72881","9219.576271","8503.644068","193","PN","15.1","16.0","43.308335","-73.644551"
"464","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","NY","11355","NY - East Long Island","24","41426.375","19248.70833","16573.04167","193","PN","19.3","20.4","40.755636","-73.815645"
"465","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","NY","11219","NY - Manhattan","78","47655.03846","17829.98718","15380.5","193","PN","13.5","18.8","40.63908","-73.998667"
"466","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY","11040","NY - East Long Island","44","62608.59091","17384.81818","15445.97727","193","PN","16.0","19.6",NA,NA
"467","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","NY","11235","NY - Manhattan","43","51480.83721","17503.88372","15191.04651","193","PN","14.4","19.9","40.584965","-73.966279"
"468","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","NY","13676","VT - Burlington","21","14217.57143","9637.619048","8332.857143","193","PN","11.9","17.8","44.676085","-74.981451"
"469","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NY","11572","NY - East Long Island","101","61550.13861","11874.85149","10335.42574","193","PN","16.2","18.4",NA,NA
"470","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","NY","11203","NY - Manhattan","27","64165.96296","15392.96296","13863.7037","193","PN","13.9","21.3","40.658929","-73.934072"
"471","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","NY","11203","NY - Manhattan","14","60699.57143","32154.28571","28291.78571","193","PN","16.3","19.8","40.655773","-73.944039"
"472","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","NY","13210","NY - Syracuse","97","23146.98969","11429.62887","9885.701031","193","PN","14.9","18.7","43.041707","-76.137852"
"473","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","WARWICK","NY","10990","NJ - Ridgewood","26","42041.03846","9867.5","9029.346154","193","PN","13.3","17.4","41.261094","-74.356945"
"474","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","NY","10701","NY - White Plains","66","40590.4697","13977.66667","12497.93939","193","PN","16.3","21.8","40.96784","-73.885107"
"475","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330211","CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET","OGDENSBURG","NY","13669","NY - Syracuse","23","12382.69565","9928","8988.869565","193","PN","16.7","17.0","44.692091","-75.499934"
"476","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","NEW YORK","NY","10016","NY - Manhattan","48","82299","17732.41667","15287.5625","193","PN","10.7","18.4","40.74226","-73.974661"
"477","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY","13440","NY - Syracuse","20","33418.5","8633.95","8030.7","193","PN","15.1","18.3","43.228954","-75.444248"
"478","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY","13126","NY - Syracuse","54","18017.01852","9518.351852","8447.388889","193","PN","16.8","19.1","43.454141","-76.516001"
"479","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","NY","14215","NY - Buffalo","25","16836.64","14787.32","11803.76","193","PN","16.0","17.6","42.927236","-78.829151"
"480","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","NY - Manhattan","28","32733.03571","17913.96429","15858.17857","193","PN","18.5","22.3","40.704699","-73.917648"
"481","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRING","NY","12866","NY - Albany","52","34741.73077","8239.115385","7188.480769","193","PN","16.7","17.6","43.084738","-73.797766"
"482","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY","13662","VT - Burlington","17","14577.47059","10120.11765","9483.882353","193","PN","20.0","15.3","44.936344","-74.907828"
"483","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY","14626","NY - Rochester","23","18078.08696","10266.13043","9386.347826","193","PN","15.0","20.1","43.191527","-77.701464"
"484","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","DUNKIRK","NY","14048","NY - Buffalo","14","16375.07143","8680","7816","193","PN","17.9","18.8","42.479861","-79.333551"
"485","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY","11432","NY - East Long Island","19","62446.47368","25267.63158","21449.10526","193","PN","20.0","23.4","40.71698","-73.803431"
"486","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","NY","11212","NY - Manhattan","24","34009.5","20177.75","18014.16667","193","PN","18.4","18.9","40.6545","-73.91275"
"487","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY","10595","NY - White Plains","18","110475.2222","22536.38889","18954.83333","193","PN","14.7","18.0","41.08768","-73.803897"
"488","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","NY","13021","NY - Syracuse","52","19304.01923","10093.78846","9211.326923","193","PN","16.3","19.5","42.940761","-76.564607"
"489","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY","11215","NY - Manhattan","99","31167.31313","15612.20202","13645.12121","193","PN","13.8","21.8","40.668263","-73.979141"
"490","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","JAMESTOWN","NY","14701","PA - Erie","16","18795.3125","8656.625","7748.625","193","PN","16.9","19.2","42.091237","-79.23295"
"491","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","NY - Syracuse","67","35542.04478","13427.43284","11645.49254","193","PN","14.6","19.5","43.042676","-76.139247"
"492","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","NY - Elmira","25","22507.08","9199.04","7830.84","193","PN","15.8","17.0","43.083646","-75.267158"
"493","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","14","87600.57143","12682.78571","11884.21429","193","PN","13.3","16.4","40.947392","-73.059832"
"494","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","VT - Burlington","54","38957.88889","12929.44444","12184.55556","193","PN","14.8","16.8","44.700122","-73.466647"
"495","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTR","NY","11570","NY - East Long Island","28","49925","11222.39286","10405.82143","193","PN","17.8","19.8","40.688191","-73.633236"
"496","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","NY - White Plains","23","60953.04348","14686.52174","12382.6087","193","PN","15.9","16.7","41.107555","-73.859639"
"497","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","NY - White Plains","128","44335.46094","10657.67969","9731.945313","193","PN","17.5","20.0","41.50375","-74.015175"
"498","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY","14432","NY - Rochester","13","9755.461538","10006.69231","9260.846154","193","PN","17.2","18.1","42.960473","-77.139252"
"499","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","NY - White Plains","76","60140.82895","11150.06579","10339.13158","193","PN","17.0","20.1","41.291457","-73.893601"
"500","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","CT - New Haven","56","35582.125","9761.375","9103.089286","193","PN","17.7","18.4","41.384844","-73.664475"
"501","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY","12078","NY - Albany","14","25647.78571","9271.285714","8498.714286","193","PN","15.9","20.3","43.068029","-74.330817"
"502","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","CORNING","NY","14830","PA - Sayre","32","21794.71875","8913.34375","7972.375","193","PN","15.8","17.6","42.136107","-76.969841"
"503","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","NY","14220","NY - Buffalo","31","19523.22581","9490.193548","8509.548387","193","PN","17.7","13.7","42.847875","-78.811876"
"504","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","NY - Rochester","33","25171.42424","15832.42424","12439.18182","193","PN","15.4","18.5","43.124394","-77.623692"
"505","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","NY - East Long Island","87","72243.03448","11915.45977","10678.18391","193","PN","17.0","19.4","40.696807","-73.286321"
"506","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","NY - White Plains","90","37556.42222","10742.52222","9662.533333","193","PN","15.2","19.1","41.026334","-73.769695"
"507","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","NY - Manhattan","47","59774.76596","21169.48936","17854.2766","193","PN","15.7","19.9","40.647142","-74.02123"
"508","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY","14850","NY - Rochester","11","10409.81818","8186","7426.727273","193","PN","20.1","16.2","42.467092","-76.538811"
"509","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NY - East Long Island","44","43281.54545","11568.52273","10151.79545","193","PN","15.6","18.0","40.774382","-73.478429"
"510","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NY - East Long Island","32","45448.1875","10220.875","8996.71875","193","PN","15.6","21.2","40.725795","-73.478755"
"511","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","SOUTHAMPTON","NY","11968","NY - East Long Island","17","43429.94118","14430.35294","12145.41176","193","PN","14.4","17.7","40.885734","-72.380983"
"512","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","NY - Manhattan","22","31244.22727","21579.68182","18967","193","PN","15.2","22.4","40.654457","-73.94516"
"513","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","NY - East Long Island","67","34159.32836","13638.79104","12516.64179","193","PN","17.5","24.1","40.72861","-73.8513"
"514","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NY - East Long Island","28","51639.71429","11321.75","10558.71429","193","PN","18.6","19.7","40.681674","-73.68572"
"515","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","NY - Albany","40","34680.075","10438.8","9804.4","193","PN","16.3","19.5",NA,NA
"516","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","NY - East Long Island","94","53862.11702","16304.64894","13897.88298","193","PN","13.7","18.1",NA,NA
"517","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","NY - Binghamton","69","28015.76812","10634.55072","8829.231884","193","PN","17.3","17.2","42.088097","-75.914166"
"518","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","NY - East Long Island","17","34584.23529","17305.23529","14894.17647","193","PN","19.4","24.7","40.598675","-73.75268"
"519","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","NY - Manhattan","13","43180.07692","24418.15385","21335.53846","193","PN","16.0","18.5","40.700512","-73.941557"
"520","193 - SIMPLE PNEUMONIA & PLEURISY W MCC","330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","NY - Bronx","16","32913.1875","24105.875","21727.25","193","PN","18.0","17.3","40.85277","-73.892168"
